"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Male","40–44 Years","Waimakariri","South Island general electorates","Māori",141
"Female","40–44 Years","Waimakariri","South Island general electorates","Māori",162
"Male","45–49 Years","Waimakariri","South Island general electorates","Māori",120
"Female","45–49 Years","Waimakariri","South Island general electorates","Māori",108
"Male","50–54 Years","Waimakariri","South Island general electorates","Māori",114
"Female","50–54 Years","Waimakariri","South Island general electorates","Māori",108
"Male","55–59 Years","Waimakariri","South Island general electorates","Māori",84
"Female","55–59 Years","Waimakariri","South Island general electorates","Māori",87
"Male","60–64 Years","Waimakariri","South Island general electorates","Māori",87
"Female","60–64 Years","Waimakariri","South Island general electorates","Māori",66
"Male","65–69 Years","Waimakariri","South Island general electorates","Māori",42
"Female","65–69 Years","Waimakariri","South Island general electorates","Māori",39
"Male","70–74 Years","Waimakariri","South Island general electorates","Māori",33
"Female","70–74 Years","Waimakariri","South Island general electorates","Māori",33
"Male","75–79 Years","Waimakariri","South Island general electorates","Māori",15
"Female","75–79 Years","Waimakariri","South Island general electorates","Māori",18
"Male","80–84 Years","Waimakariri","South Island general electorates","Māori",9
"Female","80–84 Years","Waimakariri","South Island general electorates","Māori",9
"Male","85 Years And Over","Waimakariri","South Island general electorates","Māori",9
"Female","85 Years And Over","Waimakariri","South Island general electorates","Māori",6
"Male","18 Years And Over","Waimakariri","South Island general electorates","Māori",1197
"Female","18 Years And Over","Waimakariri","South Island general electorates","Māori",1215
"Male","0–4 Years","Waitaki","South Island general electorates","Māori",291
"Female","0–4 Years","Waitaki","South Island general electorates","Māori",216
"Male","5–9 Years","Waitaki","South Island general electorates","Māori",246
"Female","5–9 Years","Waitaki","South Island general electorates","Māori",219
"Male","10–14 Years","Waitaki","South Island general electorates","Māori",225
"Female","10–14 Years","Waitaki","South Island general electorates","Māori",252
"Male","15–19 Years","Waitaki","South Island general electorates","Māori",210
"Female","15–19 Years","Waitaki","South Island general electorates","Māori",156
"Male","20–24 Years","Waitaki","South Island general electorates","Māori",132
"Female","20–24 Years","Waitaki","South Island general electorates","Māori",132
"Male","25–29 Years","Waitaki","South Island general electorates","Māori",75
"Female","25–29 Years","Waitaki","South Island general electorates","Māori",111
"Male","30–34 Years","Waitaki","South Island general electorates","Māori",102
"Female","30–34 Years","Waitaki","South Island general electorates","Māori",105
"Male","35–39 Years","Waitaki","South Island general electorates","Māori",99
"Female","35–39 Years","Waitaki","South Island general electorates","Māori",108
"Male","40–44 Years","Waitaki","South Island general electorates","Māori",126
"Female","40–44 Years","Waitaki","South Island general electorates","Māori",150
"Male","45–49 Years","Waitaki","South Island general electorates","Māori",111
"Female","45–49 Years","Waitaki","South Island general electorates","Māori",141
"Male","50–54 Years","Waitaki","South Island general electorates","Māori",102
"Female","50–54 Years","Waitaki","South Island general electorates","Māori",102
"Male","55–59 Years","Waitaki","South Island general electorates","Māori",78
"Female","55–59 Years","Waitaki","South Island general electorates","Māori",78
"Male","60–64 Years","Waitaki","South Island general electorates","Māori",72
"Female","60–64 Years","Waitaki","South Island general electorates","Māori",69
"Male","65–69 Years","Waitaki","South Island general electorates","Māori",42
"Female","65–69 Years","Waitaki","South Island general electorates","Māori",57
"Male","70–74 Years","Waitaki","South Island general electorates","Māori",24
"Female","70–74 Years","Waitaki","South Island general electorates","Māori",30
"Male","75–79 Years","Waitaki","South Island general electorates","Māori",21
"Female","75–79 Years","Waitaki","South Island general electorates","Māori",12
"Male","80–84 Years","Waitaki","South Island general electorates","Māori",9
"Female","80–84 Years","Waitaki","South Island general electorates","Māori",9
"Male","85 Years And Over","Waitaki","South Island general electorates","Māori",3
"Female","85 Years And Over","Waitaki","South Island general electorates","Māori",6
"Male","18 Years And Over","Waitaki","South Island general electorates","Māori",1062
"Female","18 Years And Over","Waitaki","South Island general electorates","Māori",1146
"Male","0–4 Years","West Coast-Tasman","South Island general electorates","Māori",309
"Female","0–4 Years","West Coast-Tasman","South Island general electorates","Māori",309
"Male","5–9 Years","West Coast-Tasman","South Island general electorates","Māori",321
"Female","5–9 Years","West Coast-Tasman","South Island general electorates","Māori",297
"Male","10–14 Years","West Coast-Tasman","South Island general electorates","Māori",366
"Female","10–14 Years","West Coast-Tasman","South Island general electorates","Māori",309
"Male","15–19 Years","West Coast-Tasman","South Island general electorates","Māori",249
"Female","15–19 Years","West Coast-Tasman","South Island general electorates","Māori",249
"Male","20–24 Years","West Coast-Tasman","South Island general electorates","Māori",186
"Female","20–24 Years","West Coast-Tasman","South Island general electorates","Māori",186
"Male","25–29 Years","West Coast-Tasman","South Island general electorates","Māori",132
"Female","25–29 Years","West Coast-Tasman","South Island general electorates","Māori",138
"Male","30–34 Years","West Coast-Tasman","South Island general electorates","Māori",114
"Female","30–34 Years","West Coast-Tasman","South Island general electorates","Māori",159
"Male","35–39 Years","West Coast-Tasman","South Island general electorates","Māori",147
"Female","35–39 Years","West Coast-Tasman","South Island general electorates","Māori",189
"Male","40–44 Years","West Coast-Tasman","South Island general electorates","Māori",168
"Female","40–44 Years","West Coast-Tasman","South Island general electorates","Māori",213
"Male","45–49 Years","West Coast-Tasman","South Island general electorates","Māori",174
"Female","45–49 Years","West Coast-Tasman","South Island general electorates","Māori",210
"Male","50–54 Years","West Coast-Tasman","South Island general electorates","Māori",168
"Female","50–54 Years","West Coast-Tasman","South Island general electorates","Māori",201
"Male","55–59 Years","West Coast-Tasman","South Island general electorates","Māori",123
"Female","55–59 Years","West Coast-Tasman","South Island general electorates","Māori",138
"Male","60–64 Years","West Coast-Tasman","South Island general electorates","Māori",81
"Female","60–64 Years","West Coast-Tasman","South Island general electorates","Māori",93
