"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Female","40–44 Years","Dunedin North","South Island general electorates","Regular Smoker",270
"Male","45–49 Years","Dunedin North","South Island general electorates","Regular Smoker",252
"Female","45–49 Years","Dunedin North","South Island general electorates","Regular Smoker",276
"Male","50–54 Years","Dunedin North","South Island general electorates","Regular Smoker",297
"Female","50–54 Years","Dunedin North","South Island general electorates","Regular Smoker",264
"Male","55–59 Years","Dunedin North","South Island general electorates","Regular Smoker",207
"Female","55–59 Years","Dunedin North","South Island general electorates","Regular Smoker",210
"Male","60–64 Years","Dunedin North","South Island general electorates","Regular Smoker",147
"Female","60–64 Years","Dunedin North","South Island general electorates","Regular Smoker",141
"Male","65–69 Years","Dunedin North","South Island general electorates","Regular Smoker",114
"Female","65–69 Years","Dunedin North","South Island general electorates","Regular Smoker",108
"Male","70–74 Years","Dunedin North","South Island general electorates","Regular Smoker",69
"Female","70–74 Years","Dunedin North","South Island general electorates","Regular Smoker",60
"Male","75–79 Years","Dunedin North","South Island general electorates","Regular Smoker",33
"Female","75–79 Years","Dunedin North","South Island general electorates","Regular Smoker",24
"Male","80–84 Years","Dunedin North","South Island general electorates","Regular Smoker",21
"Female","80–84 Years","Dunedin North","South Island general electorates","Regular Smoker",12
"Male","85 Years And Over","Dunedin North","South Island general electorates","Regular Smoker",9
"Female","85 Years And Over","Dunedin North","South Island general electorates","Regular Smoker",3
"Male","15–19 Years","Dunedin South","South Island general electorates","Regular Smoker",216
"Female","15–19 Years","Dunedin South","South Island general electorates","Regular Smoker",180
"Male","20–24 Years","Dunedin South","South Island general electorates","Regular Smoker",324
"Female","20–24 Years","Dunedin South","South Island general electorates","Regular Smoker",339
"Male","25–29 Years","Dunedin South","South Island general electorates","Regular Smoker",324
"Female","25–29 Years","Dunedin South","South Island general electorates","Regular Smoker",312
"Male","30–34 Years","Dunedin South","South Island general electorates","Regular Smoker",309
"Female","30–34 Years","Dunedin South","South Island general electorates","Regular Smoker",282
"Male","35–39 Years","Dunedin South","South Island general electorates","Regular Smoker",276
"Female","35–39 Years","Dunedin South","South Island general electorates","Regular Smoker",297
"Male","40–44 Years","Dunedin South","South Island general electorates","Regular Smoker",363
"Female","40–44 Years","Dunedin South","South Island general electorates","Regular Smoker",417
"Male","45–49 Years","Dunedin South","South Island general electorates","Regular Smoker",333
"Female","45–49 Years","Dunedin South","South Island general electorates","Regular Smoker",381
"Male","50–54 Years","Dunedin South","South Island general electorates","Regular Smoker",348
"Female","50–54 Years","Dunedin South","South Island general electorates","Regular Smoker",408
"Male","55–59 Years","Dunedin South","South Island general electorates","Regular Smoker",303
"Female","55–59 Years","Dunedin South","South Island general electorates","Regular Smoker",285
"Male","60–64 Years","Dunedin South","South Island general electorates","Regular Smoker",195
"Female","60–64 Years","Dunedin South","South Island general electorates","Regular Smoker",216
"Male","65–69 Years","Dunedin South","South Island general electorates","Regular Smoker",156
"Female","65–69 Years","Dunedin South","South Island general electorates","Regular Smoker",153
"Male","70–74 Years","Dunedin South","South Island general electorates","Regular Smoker",102
"Female","70–74 Years","Dunedin South","South Island general electorates","Regular Smoker",102
"Male","75–79 Years","Dunedin South","South Island general electorates","Regular Smoker",45
"Female","75–79 Years","Dunedin South","South Island general electorates","Regular Smoker",63
"Male","80–84 Years","Dunedin South","South Island general electorates","Regular Smoker",21
"Female","80–84 Years","Dunedin South","South Island general electorates","Regular Smoker",36
"Male","85 Years And Over","Dunedin South","South Island general electorates","Regular Smoker",9
"Female","85 Years And Over","Dunedin South","South Island general electorates","Regular Smoker",18
"Male","15–19 Years","Ilam","South Island general electorates","Regular Smoker",168
"Female","15–19 Years","Ilam","South Island general electorates","Regular Smoker",117
"Male","20–24 Years","Ilam","South Island general electorates","Regular Smoker",396
"Female","20–24 Years","Ilam","South Island general electorates","Regular Smoker",237
"Male","25–29 Years","Ilam","South Island general electorates","Regular Smoker",312
"Female","25–29 Years","Ilam","South Island general electorates","Regular Smoker",189
"Male","30–34 Years","Ilam","South Island general electorates","Regular Smoker",249
"Female","30–34 Years","Ilam","South Island general electorates","Regular Smoker",153
"Male","35–39 Years","Ilam","South Island general electorates","Regular Smoker",207
"Female","35–39 Years","Ilam","South Island general electorates","Regular Smoker",144
"Male","40–44 Years","Ilam","South Island general electorates","Regular Smoker",249
"Female","40–44 Years","Ilam","South Island general electorates","Regular Smoker",207
"Male","45–49 Years","Ilam","South Island general electorates","Regular Smoker",219
"Female","45–49 Years","Ilam","South Island general electorates","Regular Smoker",180
"Male","50–54 Years","Ilam","South Island general electorates","Regular Smoker",204
"Female","50–54 Years","Ilam","South Island general electorates","Regular Smoker",189
"Male","55–59 Years","Ilam","South Island general electorates","Regular Smoker",183
"Female","55–59 Years","Ilam","South Island general electorates","Regular Smoker",126
"Male","60–64 Years","Ilam","South Island general electorates","Regular Smoker",129
"Female","60–64 Years","Ilam","South Island general electorates","Regular Smoker",114
"Male","65–69 Years","Ilam","South Island general electorates","Regular Smoker",81
"Female","65–69 Years","Ilam","South Island general electorates","Regular Smoker",84
"Male","70–74 Years","Ilam","South Island general electorates","Regular Smoker",51
"Female","70–74 Years","Ilam","South Island general electorates","Regular Smoker",51
"Male","75–79 Years","Ilam","South Island general electorates","Regular Smoker",18
"Female","75–79 Years","Ilam","South Island general electorates","Regular Smoker",48
"Male","80–84 Years","Ilam","South Island general electorates","Regular Smoker",15
"Female","80–84 Years","Ilam","South Island general electorates","Regular Smoker",27
"Male","85 Years And Over","Ilam","South Island general electorates","Regular Smoker",9
"Female","85 Years And Over","Ilam","South Island general electorates","Regular Smoker",12
"Male","15–19 Years","Invercargill","South Island general electorates","Regular Smoker",345
"Female","15–19 Years","Invercargill","South Island general electorates","Regular Smoker",279
"Male","20–24 Years","Invercargill","South Island general electorates","Regular Smoker",633
"Female","20–24 Years","Invercargill","South Island general electorates","Regular Smoker",600
"Male","25–29 Years","Invercargill","South Island general electorates","Regular Smoker",522
"Female","25–29 Years","Invercargill","South Island general electorates","Regular Smoker",516
"Male","30–34 Years","Invercargill","South Island general electorates","Regular Smoker",450
"Female","30–34 Years","Invercargill","South Island general electorates","Regular Smoker",459
"Male","35–39 Years","Invercargill","South Island general electorates","Regular Smoker",486
