"level0","level1","level2","Years at usual residence","count"
"Female","40–44 Years","Te Tai Tonga","4 Years",246
"Male","45–49 Years","Te Tai Tonga","4 Years",165
"Female","45–49 Years","Te Tai Tonga","4 Years",174
"Male","50–54 Years","Te Tai Tonga","4 Years",138
"Female","50–54 Years","Te Tai Tonga","4 Years",168
"Male","55–59 Years","Te Tai Tonga","4 Years",93
"Female","55–59 Years","Te Tai Tonga","4 Years",99
"Male","60–64 Years","Te Tai Tonga","4 Years",75
"Female","60–64 Years","Te Tai Tonga","4 Years",78
"Male","65–69 Years","Te Tai Tonga","4 Years",48
"Female","65–69 Years","Te Tai Tonga","4 Years",45
"Male","70–74 Years","Te Tai Tonga","4 Years",27
"Female","70–74 Years","Te Tai Tonga","4 Years",30
"Male","75–79 Years","Te Tai Tonga","4 Years",9
"Female","75–79 Years","Te Tai Tonga","4 Years",12
"Male","80–84 Years","Te Tai Tonga","4 Years",3
"Female","80–84 Years","Te Tai Tonga","4 Years",12
"Male","85 Years And Over","Te Tai Tonga","4 Years",6
"Female","85 Years And Over","Te Tai Tonga","4 Years",9
"Male","0–4 Years","Waiariki","4 Years",318
"Female","0–4 Years","Waiariki","4 Years",285
"Male","5–9 Years","Waiariki","4 Years",303
"Female","5–9 Years","Waiariki","4 Years",297
"Male","10–14 Years","Waiariki","4 Years",279
"Female","10–14 Years","Waiariki","4 Years",228
"Male","15–19 Years","Waiariki","4 Years",171
"Female","15–19 Years","Waiariki","4 Years",141
"Male","20–24 Years","Waiariki","4 Years",63
"Female","20–24 Years","Waiariki","4 Years",87
"Male","25–29 Years","Waiariki","4 Years",72
"Female","25–29 Years","Waiariki","4 Years",135
"Male","30–34 Years","Waiariki","4 Years",114
"Female","30–34 Years","Waiariki","4 Years",171
"Male","35–39 Years","Waiariki","4 Years",141
"Female","35–39 Years","Waiariki","4 Years",186
"Male","40–44 Years","Waiariki","4 Years",126
"Female","40–44 Years","Waiariki","4 Years",138
"Male","45–49 Years","Waiariki","4 Years",99
"Female","45–49 Years","Waiariki","4 Years",141
"Male","50–54 Years","Waiariki","4 Years",93
"Female","50–54 Years","Waiariki","4 Years",129
"Male","55–59 Years","Waiariki","4 Years",72
"Female","55–59 Years","Waiariki","4 Years",75
"Male","60–64 Years","Waiariki","4 Years",48
"Female","60–64 Years","Waiariki","4 Years",48
"Male","65–69 Years","Waiariki","4 Years",27
"Female","65–69 Years","Waiariki","4 Years",30
"Male","70–74 Years","Waiariki","4 Years",15
"Female","70–74 Years","Waiariki","4 Years",30
"Male","75–79 Years","Waiariki","4 Years",9
"Female","75–79 Years","Waiariki","4 Years",15
"Male","80–84 Years","Waiariki","4 Years",6
"Female","80–84 Years","Waiariki","4 Years",6
"Male","85 Years And Over","Waiariki","4 Years",3
"Female","85 Years And Over","Waiariki","4 Years",3
"Male","0–4 Years","Area Outside Māori Electorate","4 Years",NA
"Female","0–4 Years","Area Outside Māori Electorate","4 Years",NA
"Male","5–9 Years","Area Outside Māori Electorate","4 Years",NA
"Female","5–9 Years","Area Outside Māori Electorate","4 Years",NA
"Male","10–14 Years","Area Outside Māori Electorate","4 Years",NA
"Female","10–14 Years","Area Outside Māori Electorate","4 Years",NA
"Male","15–19 Years","Area Outside Māori Electorate","4 Years",NA
"Female","15–19 Years","Area Outside Māori Electorate","4 Years",NA
"Male","20–24 Years","Area Outside Māori Electorate","4 Years",NA
"Female","20–24 Years","Area Outside Māori Electorate","4 Years",NA
"Male","25–29 Years","Area Outside Māori Electorate","4 Years",NA
"Female","25–29 Years","Area Outside Māori Electorate","4 Years",NA
"Male","30–34 Years","Area Outside Māori Electorate","4 Years",NA
"Female","30–34 Years","Area Outside Māori Electorate","4 Years",NA
"Male","35–39 Years","Area Outside Māori Electorate","4 Years",NA
"Female","35–39 Years","Area Outside Māori Electorate","4 Years",NA
"Male","40–44 Years","Area Outside Māori Electorate","4 Years",NA
"Female","40–44 Years","Area Outside Māori Electorate","4 Years",NA
"Male","45–49 Years","Area Outside Māori Electorate","4 Years",NA
"Female","45–49 Years","Area Outside Māori Electorate","4 Years",NA
"Male","50–54 Years","Area Outside Māori Electorate","4 Years",NA
"Female","50–54 Years","Area Outside Māori Electorate","4 Years",NA
"Male","55–59 Years","Area Outside Māori Electorate","4 Years",NA
"Female","55–59 Years","Area Outside Māori Electorate","4 Years",NA
"Male","60–64 Years","Area Outside Māori Electorate","4 Years",NA
"Female","60–64 Years","Area Outside Māori Electorate","4 Years",NA
"Male","65–69 Years","Area Outside Māori Electorate","4 Years",NA
"Female","65–69 Years","Area Outside Māori Electorate","4 Years",NA
"Male","70–74 Years","Area Outside Māori Electorate","4 Years",NA
"Female","70–74 Years","Area Outside Māori Electorate","4 Years",NA
"Male","75–79 Years","Area Outside Māori Electorate","4 Years",NA
"Female","75–79 Years","Area Outside Māori Electorate","4 Years",NA
"Male","80–84 Years","Area Outside Māori Electorate","4 Years",NA
"Female","80–84 Years","Area Outside Māori Electorate","4 Years",NA
"Male","85 Years And Over","Area Outside Māori Electorate","4 Years",NA
"Female","85 Years And Over","Area Outside Māori Electorate","4 Years",NA
"Male","0–4 Years","Hauraki-Waikato","5–9 Years",0
"Female","0–4 Years","Hauraki-Waikato","5–9 Years",0
"Male","5–9 Years","Hauraki-Waikato","5–9 Years",1896
"Female","5–9 Years","Hauraki-Waikato","5–9 Years",1830
"Male","10–14 Years","Hauraki-Waikato","5–9 Years",1410
"Female","10–14 Years","Hauraki-Waikato","5–9 Years",1263
"Male","15–19 Years","Hauraki-Waikato","5–9 Years",1044
"Female","15–19 Years","Hauraki-Waikato","5–9 Years",912
"Male","20–24 Years","Hauraki-Waikato","5–9 Years",411
"Female","20–24 Years","Hauraki-Waikato","5–9 Years",393
"Male","25–29 Years","Hauraki-Waikato","5–9 Years",288
"Female","25–29 Years","Hauraki-Waikato","5–9 Years",357
"Male","30–34 Years","Hauraki-Waikato","5–9 Years",468
"Female","30–34 Years","Hauraki-Waikato","5–9 Years",624
"Male","35–39 Years","Hauraki-Waikato","5–9 Years",585
"Female","35–39 Years","Hauraki-Waikato","5–9 Years",756
"Male","40–44 Years","Hauraki-Waikato","5–9 Years",672
"Female","40–44 Years","Hauraki-Waikato","5–9 Years",924
"Male","45–49 Years","Hauraki-Waikato","5–9 Years",609
"Female","45–49 Years","Hauraki-Waikato","5–9 Years",723
"Male","50–54 Years","Hauraki-Waikato","5–9 Years",549
"Female","50–54 Years","Hauraki-Waikato","5–9 Years",582
"Male","55–59 Years","Hauraki-Waikato","5–9 Years",375
"Female","55–59 Years","Hauraki-Waikato","5–9 Years",450
"Male","60–64 Years","Hauraki-Waikato","5–9 Years",240
"Female","60–64 Years","Hauraki-Waikato","5–9 Years",294
"Male","65–69 Years","Hauraki-Waikato","5–9 Years",183
"Female","65–69 Years","Hauraki-Waikato","5–9 Years",186
"Male","70–74 Years","Hauraki-Waikato","5–9 Years",114
"Female","70–74 Years","Hauraki-Waikato","5–9 Years",123
"Male","75–79 Years","Hauraki-Waikato","5–9 Years",54
"Female","75–79 Years","Hauraki-Waikato","5–9 Years",63
"Male","80–84 Years","Hauraki-Waikato","5–9 Years",27
"Female","80–84 Years","Hauraki-Waikato","5–9 Years",42
"Male","85 Years And Over","Hauraki-Waikato","5–9 Years",6
"Female","85 Years And Over","Hauraki-Waikato","5–9 Years",15
"Male","0–4 Years","Ikaroa-Rāwhiti","5–9 Years",0
"Female","0–4 Years","Ikaroa-Rāwhiti","5–9 Years",0
"Male","5–9 Years","Ikaroa-Rāwhiti","5–9 Years",1833
"Female","5–9 Years","Ikaroa-Rāwhiti","5–9 Years",1722
"Male","10–14 Years","Ikaroa-Rāwhiti","5–9 Years",1254
"Female","10–14 Years","Ikaroa-Rāwhiti","5–9 Years",1239
"Male","15–19 Years","Ikaroa-Rāwhiti","5–9 Years",888
"Female","15–19 Years","Ikaroa-Rāwhiti","5–9 Years",768
"Male","20–24 Years","Ikaroa-Rāwhiti","5–9 Years",342
"Female","20–24 Years","Ikaroa-Rāwhiti","5–9 Years",294
"Male","25–29 Years","Ikaroa-Rāwhiti","5–9 Years",267
"Female","25–29 Years","Ikaroa-Rāwhiti","5–9 Years",348
"Male","30–34 Years","Ikaroa-Rāwhiti","5–9 Years",456
"Female","30–34 Years","Ikaroa-Rāwhiti","5–9 Years",603
"Male","35–39 Years","Ikaroa-Rāwhiti","5–9 Years",510
"Female","35–39 Years","Ikaroa-Rāwhiti","5–9 Years",735
"Male","40–44 Years","Ikaroa-Rāwhiti","5–9 Years",609
"Female","40–44 Years","Ikaroa-Rāwhiti","5–9 Years",777
"Male","45–49 Years","Ikaroa-Rāwhiti","5–9 Years",534
"Female","45–49 Years","Ikaroa-Rāwhiti","5–9 Years",651
"Male","50–54 Years","Ikaroa-Rāwhiti","5–9 Years",495
"Female","50–54 Years","Ikaroa-Rāwhiti","5–9 Years",537
"Male","55–59 Years","Ikaroa-Rāwhiti","5–9 Years",345
"Female","55–59 Years","Ikaroa-Rāwhiti","5–9 Years",396
"Male","60–64 Years","Ikaroa-Rāwhiti","5–9 Years",249
"Female","60–64 Years","Ikaroa-Rāwhiti","5–9 Years",282
"Male","65–69 Years","Ikaroa-Rāwhiti","5–9 Years",153
"Female","65–69 Years","Ikaroa-Rāwhiti","5–9 Years",162
"Male","70–74 Years","Ikaroa-Rāwhiti","5–9 Years",108
"Female","70–74 Years","Ikaroa-Rāwhiti","5–9 Years",120
"Male","75–79 Years","Ikaroa-Rāwhiti","5–9 Years",51
"Female","75–79 Years","Ikaroa-Rāwhiti","5–9 Years",75
"Male","80–84 Years","Ikaroa-Rāwhiti","5–9 Years",21
"Female","80–84 Years","Ikaroa-Rāwhiti","5–9 Years",33
"Male","85 Years And Over","Ikaroa-Rāwhiti","5–9 Years",15
"Female","85 Years And Over","Ikaroa-Rāwhiti","5–9 Years",30
"Male","0–4 Years","Tāmaki Makaurau","5–9 Years",0
"Female","0–4 Years","Tāmaki Makaurau","5–9 Years",0
"Male","5–9 Years","Tāmaki Makaurau","5–9 Years",2055
"Female","5–9 Years","Tāmaki Makaurau","5–9 Years",1914
"Male","10–14 Years","Tāmaki Makaurau","5–9 Years",1200
"Female","10–14 Years","Tāmaki Makaurau","5–9 Years",1050
"Male","15–19 Years","Tāmaki Makaurau","5–9 Years",834
"Female","15–19 Years","Tāmaki Makaurau","5–9 Years",846
"Male","20–24 Years","Tāmaki Makaurau","5–9 Years",456
"Female","20–24 Years","Tāmaki Makaurau","5–9 Years",447
"Male","25–29 Years","Tāmaki Makaurau","5–9 Years",303
"Female","25–29 Years","Tāmaki Makaurau","5–9 Years",411
"Male","30–34 Years","Tāmaki Makaurau","5–9 Years",405
"Female","30–34 Years","Tāmaki Makaurau","5–9 Years",570
"Male","35–39 Years","Tāmaki Makaurau","5–9 Years",549
"Female","35–39 Years","Tāmaki Makaurau","5–9 Years",765
"Male","40–44 Years","Tāmaki Makaurau","5–9 Years",609
"Female","40–44 Years","Tāmaki Makaurau","5–9 Years",864
"Male","45–49 Years","Tāmaki Makaurau","5–9 Years",600
"Female","45–49 Years","Tāmaki Makaurau","5–9 Years",681
"Male","50–54 Years","Tāmaki Makaurau","5–9 Years",432
"Female","50–54 Years","Tāmaki Makaurau","5–9 Years",489
"Male","55–59 Years","Tāmaki Makaurau","5–9 Years",300
"Female","55–59 Years","Tāmaki Makaurau","5–9 Years",333
"Male","60–64 Years","Tāmaki Makaurau","5–9 Years",213
"Female","60–64 Years","Tāmaki Makaurau","5–9 Years",219
"Male","65–69 Years","Tāmaki Makaurau","5–9 Years",132
"Female","65–69 Years","Tāmaki Makaurau","5–9 Years",132
"Male","70–74 Years","Tāmaki Makaurau","5–9 Years",69
"Female","70–74 Years","Tāmaki Makaurau","5–9 Years",102
"Male","75–79 Years","Tāmaki Makaurau","5–9 Years",33
"Female","75–79 Years","Tāmaki Makaurau","5–9 Years",45
"Male","80–84 Years","Tāmaki Makaurau","5–9 Years",12
"Female","80–84 Years","Tāmaki Makaurau","5–9 Years",30
"Male","85 Years And Over","Tāmaki Makaurau","5–9 Years",9
"Female","85 Years And Over","Tāmaki Makaurau","5–9 Years",21
"Male","0–4 Years","Te Tai Hauāuru","5–9 Years",0
"Female","0–4 Years","Te Tai Hauāuru","5–9 Years",0
"Male","5–9 Years","Te Tai Hauāuru","5–9 Years",2043
"Female","5–9 Years","Te Tai Hauāuru","5–9 Years",1926
"Male","10–14 Years","Te Tai Hauāuru","5–9 Years",1374
"Female","10–14 Years","Te Tai Hauāuru","5–9 Years",1290
"Male","15–19 Years","Te Tai Hauāuru","5–9 Years",1008
"Female","15–19 Years","Te Tai Hauāuru","5–9 Years",888
"Male","20–24 Years","Te Tai Hauāuru","5–9 Years",366
"Female","20–24 Years","Te Tai Hauāuru","5–9 Years",309
"Male","25–29 Years","Te Tai Hauāuru","5–9 Years",342
"Female","25–29 Years","Te Tai Hauāuru","5–9 Years",423
"Male","30–34 Years","Te Tai Hauāuru","5–9 Years",504
"Female","30–34 Years","Te Tai Hauāuru","5–9 Years",642
"Male","35–39 Years","Te Tai Hauāuru","5–9 Years",579
"Female","35–39 Years","Te Tai Hauāuru","5–9 Years",792
"Male","40–44 Years","Te Tai Hauāuru","5–9 Years",699
"Female","40–44 Years","Te Tai Hauāuru","5–9 Years",852
"Male","45–49 Years","Te Tai Hauāuru","5–9 Years",651
"Female","45–49 Years","Te Tai Hauāuru","5–9 Years",684
"Male","50–54 Years","Te Tai Hauāuru","5–9 Years",498
"Female","50–54 Years","Te Tai Hauāuru","5–9 Years",564
"Male","55–59 Years","Te Tai Hauāuru","5–9 Years",387
"Female","55–59 Years","Te Tai Hauāuru","5–9 Years",429
"Male","60–64 Years","Te Tai Hauāuru","5–9 Years",267
"Female","60–64 Years","Te Tai Hauāuru","5–9 Years",309
"Male","65–69 Years","Te Tai Hauāuru","5–9 Years",177
"Female","65–69 Years","Te Tai Hauāuru","5–9 Years",189
"Male","70–74 Years","Te Tai Hauāuru","5–9 Years",108
"Female","70–74 Years","Te Tai Hauāuru","5–9 Years",147
"Male","75–79 Years","Te Tai Hauāuru","5–9 Years",69
"Female","75–79 Years","Te Tai Hauāuru","5–9 Years",99
"Male","80–84 Years","Te Tai Hauāuru","5–9 Years",27
"Female","80–84 Years","Te Tai Hauāuru","5–9 Years",39
"Male","85 Years And Over","Te Tai Hauāuru","5–9 Years",18
"Female","85 Years And Over","Te Tai Hauāuru","5–9 Years",21
"Male","0–4 Years","Te Tai Tokerau","5–9 Years",0
"Female","0–4 Years","Te Tai Tokerau","5–9 Years",0
"Male","5–9 Years","Te Tai Tokerau","5–9 Years",1959
"Female","5–9 Years","Te Tai Tokerau","5–9 Years",1902
"Male","10–14 Years","Te Tai Tokerau","5–9 Years",1335
"Female","10–14 Years","Te Tai Tokerau","5–9 Years",1215
"Male","15–19 Years","Te Tai Tokerau","5–9 Years",945
"Female","15–19 Years","Te Tai Tokerau","5–9 Years",810
"Male","20–24 Years","Te Tai Tokerau","5–9 Years",393
"Female","20–24 Years","Te Tai Tokerau","5–9 Years",324
"Male","25–29 Years","Te Tai Tokerau","5–9 Years",288
"Female","25–29 Years","Te Tai Tokerau","5–9 Years",348
"Male","30–34 Years","Te Tai Tokerau","5–9 Years",390
"Female","30–34 Years","Te Tai Tokerau","5–9 Years",573
"Male","35–39 Years","Te Tai Tokerau","5–9 Years",606
"Female","35–39 Years","Te Tai Tokerau","5–9 Years",804
"Male","40–44 Years","Te Tai Tokerau","5–9 Years",693
"Female","40–44 Years","Te Tai Tokerau","5–9 Years",864
"Male","45–49 Years","Te Tai Tokerau","5–9 Years",639
"Female","45–49 Years","Te Tai Tokerau","5–9 Years",717
"Male","50–54 Years","Te Tai Tokerau","5–9 Years",531
"Female","50–54 Years","Te Tai Tokerau","5–9 Years",633
"Male","55–59 Years","Te Tai Tokerau","5–9 Years",384
"Female","55–59 Years","Te Tai Tokerau","5–9 Years",438
"Male","60–64 Years","Te Tai Tokerau","5–9 Years",267
"Female","60–64 Years","Te Tai Tokerau","5–9 Years",372
"Male","65–69 Years","Te Tai Tokerau","5–9 Years",198
"Female","65–69 Years","Te Tai Tokerau","5–9 Years",222
"Male","70–74 Years","Te Tai Tokerau","5–9 Years",114
"Female","70–74 Years","Te Tai Tokerau","5–9 Years",144
"Male","75–79 Years","Te Tai Tokerau","5–9 Years",72
"Female","75–79 Years","Te Tai Tokerau","5–9 Years",90
"Male","80–84 Years","Te Tai Tokerau","5–9 Years",33
"Female","80–84 Years","Te Tai Tokerau","5–9 Years",51
"Male","85 Years And Over","Te Tai Tokerau","5–9 Years",15
"Female","85 Years And Over","Te Tai Tokerau","5–9 Years",33
"Male","0–4 Years","Te Tai Tonga","5–9 Years",0
"Female","0–4 Years","Te Tai Tonga","5–9 Years",0
"Male","5–9 Years","Te Tai Tonga","5–9 Years",2580
"Female","5–9 Years","Te Tai Tonga","5–9 Years",2379
"Male","10–14 Years","Te Tai Tonga","5–9 Years",1605
"Female","10–14 Years","Te Tai Tonga","5–9 Years",1506
"Male","15–19 Years","Te Tai Tonga","5–9 Years",1158
"Female","15–19 Years","Te Tai Tonga","5–9 Years",1041
"Male","20–24 Years","Te Tai Tonga","5–9 Years",414
"Female","20–24 Years","Te Tai Tonga","5–9 Years",312
"Male","25–29 Years","Te Tai Tonga","5–9 Years",357
"Female","25–29 Years","Te Tai Tonga","5–9 Years",444
"Male","30–34 Years","Te Tai Tonga","5–9 Years",555
"Female","30–34 Years","Te Tai Tonga","5–9 Years",735
"Male","35–39 Years","Te Tai Tonga","5–9 Years",873
"Female","35–39 Years","Te Tai Tonga","5–9 Years",1029
"Male","40–44 Years","Te Tai Tonga","5–9 Years",942
"Female","40–44 Years","Te Tai Tonga","5–9 Years",1140
"Male","45–49 Years","Te Tai Tonga","5–9 Years",810
"Female","45–49 Years","Te Tai Tonga","5–9 Years",885
"Male","50–54 Years","Te Tai Tonga","5–9 Years",642
"Female","50–54 Years","Te Tai Tonga","5–9 Years",711
"Male","55–59 Years","Te Tai Tonga","5–9 Years",510
"Female","55–59 Years","Te Tai Tonga","5–9 Years",501
"Male","60–64 Years","Te Tai Tonga","5–9 Years",357
"Female","60–64 Years","Te Tai Tonga","5–9 Years",369
"Male","65–69 Years","Te Tai Tonga","5–9 Years",207
"Female","65–69 Years","Te Tai Tonga","5–9 Years",243
"Male","70–74 Years","Te Tai Tonga","5–9 Years",171
"Female","70–74 Years","Te Tai Tonga","5–9 Years",150
"Male","75–79 Years","Te Tai Tonga","5–9 Years",60
"Female","75–79 Years","Te Tai Tonga","5–9 Years",78
"Male","80–84 Years","Te Tai Tonga","5–9 Years",30
"Female","80–84 Years","Te Tai Tonga","5–9 Years",45
"Male","85 Years And Over","Te Tai Tonga","5–9 Years",15
"Female","85 Years And Over","Te Tai Tonga","5–9 Years",27
"Male","0–4 Years","Waiariki","5–9 Years",0
"Female","0–4 Years","Waiariki","5–9 Years",0
"Male","5–9 Years","Waiariki","5–9 Years",1671
"Female","5–9 Years","Waiariki","5–9 Years",1569
"Male","10–14 Years","Waiariki","5–9 Years",1164
"Female","10–14 Years","Waiariki","5–9 Years",1083
"Male","15–19 Years","Waiariki","5–9 Years",777
"Female","15–19 Years","Waiariki","5–9 Years",717
"Male","20–24 Years","Waiariki","5–9 Years",288
"Female","20–24 Years","Waiariki","5–9 Years",249
"Male","25–29 Years","Waiariki","5–9 Years",258
"Female","25–29 Years","Waiariki","5–9 Years",291
"Male","30–34 Years","Waiariki","5–9 Years",360
"Female","30–34 Years","Waiariki","5–9 Years",540
