"level0","level1","level2","level3","Work and labour force status(1)","count"
"Male","45–49 Years","Wairarapa","North Island general electorates","Employed Part-time",120
"Female","45–49 Years","Wairarapa","North Island general electorates","Employed Part-time",594
"Male","50–54 Years","Wairarapa","North Island general electorates","Employed Part-time",156
"Female","50–54 Years","Wairarapa","North Island general electorates","Employed Part-time",591
"Male","55–59 Years","Wairarapa","North Island general electorates","Employed Part-time",174
"Female","55–59 Years","Wairarapa","North Island general electorates","Employed Part-time",645
"Male","60–64 Years","Wairarapa","North Island general electorates","Employed Part-time",231
"Female","60–64 Years","Wairarapa","North Island general electorates","Employed Part-time",636
"Male","65–69 Years","Wairarapa","North Island general electorates","Employed Part-time",300
"Female","65–69 Years","Wairarapa","North Island general electorates","Employed Part-time",426
"Male","70–74 Years","Wairarapa","North Island general electorates","Employed Part-time",198
"Female","70–74 Years","Wairarapa","North Island general electorates","Employed Part-time",186
"Male","75–79 Years","Wairarapa","North Island general electorates","Employed Part-time",126
"Female","75–79 Years","Wairarapa","North Island general electorates","Employed Part-time",84
"Male","80–84 Years","Wairarapa","North Island general electorates","Employed Part-time",60
"Female","80–84 Years","Wairarapa","North Island general electorates","Employed Part-time",39
"Male","85 Years And Over","Wairarapa","North Island general electorates","Employed Part-time",21
"Female","85 Years And Over","Wairarapa","North Island general electorates","Employed Part-time",21
"Male","15–19 Years","Wellington Central","North Island general electorates","Employed Part-time",513
"Female","15–19 Years","Wellington Central","North Island general electorates","Employed Part-time",774
"Male","20–24 Years","Wellington Central","North Island general electorates","Employed Part-time",966
"Female","20–24 Years","Wellington Central","North Island general electorates","Employed Part-time",1491
"Male","25–29 Years","Wellington Central","North Island general electorates","Employed Part-time",279
"Female","25–29 Years","Wellington Central","North Island general electorates","Employed Part-time",345
"Male","30–34 Years","Wellington Central","North Island general electorates","Employed Part-time",171
"Female","30–34 Years","Wellington Central","North Island general electorates","Employed Part-time",279
"Male","35–39 Years","Wellington Central","North Island general electorates","Employed Part-time",132
"Female","35–39 Years","Wellington Central","North Island general electorates","Employed Part-time",333
"Male","40–44 Years","Wellington Central","North Island general electorates","Employed Part-time",90
"Female","40–44 Years","Wellington Central","North Island general electorates","Employed Part-time",381
"Male","45–49 Years","Wellington Central","North Island general electorates","Employed Part-time",111
"Female","45–49 Years","Wellington Central","North Island general electorates","Employed Part-time",345
"Male","50–54 Years","Wellington Central","North Island general electorates","Employed Part-time",96
"Female","50–54 Years","Wellington Central","North Island general electorates","Employed Part-time",294
"Male","55–59 Years","Wellington Central","North Island general electorates","Employed Part-time",99
"Female","55–59 Years","Wellington Central","North Island general electorates","Employed Part-time",237
"Male","60–64 Years","Wellington Central","North Island general electorates","Employed Part-time",120
"Female","60–64 Years","Wellington Central","North Island general electorates","Employed Part-time",216
"Male","65–69 Years","Wellington Central","North Island general electorates","Employed Part-time",138
"Female","65–69 Years","Wellington Central","North Island general electorates","Employed Part-time",177
"Male","70–74 Years","Wellington Central","North Island general electorates","Employed Part-time",90
"Female","70–74 Years","Wellington Central","North Island general electorates","Employed Part-time",84
"Male","75–79 Years","Wellington Central","North Island general electorates","Employed Part-time",30
"Female","75–79 Years","Wellington Central","North Island general electorates","Employed Part-time",33
"Male","80–84 Years","Wellington Central","North Island general electorates","Employed Part-time",21
"Female","80–84 Years","Wellington Central","North Island general electorates","Employed Part-time",18
"Male","85 Years And Over","Wellington Central","North Island general electorates","Employed Part-time",12
"Female","85 Years And Over","Wellington Central","North Island general electorates","Employed Part-time",3
"Male","15–19 Years","Whanganui","North Island general electorates","Employed Part-time",345
"Female","15–19 Years","Whanganui","North Island general electorates","Employed Part-time",525
"Male","20–24 Years","Whanganui","North Island general electorates","Employed Part-time",138
"Female","20–24 Years","Whanganui","North Island general electorates","Employed Part-time",342
"Male","25–29 Years","Whanganui","North Island general electorates","Employed Part-time",81
"Female","25–29 Years","Whanganui","North Island general electorates","Employed Part-time",357
"Male","30–34 Years","Whanganui","North Island general electorates","Employed Part-time",81
"Female","30–34 Years","Whanganui","North Island general electorates","Employed Part-time",381
"Male","35–39 Years","Whanganui","North Island general electorates","Employed Part-time",87
"Female","35–39 Years","Whanganui","North Island general electorates","Employed Part-time",486
"Male","40–44 Years","Whanganui","North Island general electorates","Employed Part-time",129
"Female","40–44 Years","Whanganui","North Island general electorates","Employed Part-time",594
"Male","45–49 Years","Whanganui","North Island general electorates","Employed Part-time",135
"Female","45–49 Years","Whanganui","North Island general electorates","Employed Part-time",636
"Male","50–54 Years","Whanganui","North Island general electorates","Employed Part-time",162
"Female","50–54 Years","Whanganui","North Island general electorates","Employed Part-time",585
"Male","55–59 Years","Whanganui","North Island general electorates","Employed Part-time",159
"Female","55–59 Years","Whanganui","North Island general electorates","Employed Part-time",534
"Male","60–64 Years","Whanganui","North Island general electorates","Employed Part-time",177
"Female","60–64 Years","Whanganui","North Island general electorates","Employed Part-time",510
"Male","65–69 Years","Whanganui","North Island general electorates","Employed Part-time",252
"Female","65–69 Years","Whanganui","North Island general electorates","Employed Part-time",324
"Male","70–74 Years","Whanganui","North Island general electorates","Employed Part-time",129
"Female","70–74 Years","Whanganui","North Island general electorates","Employed Part-time",162
"Male","75–79 Years","Whanganui","North Island general electorates","Employed Part-time",126
"Female","75–79 Years","Whanganui","North Island general electorates","Employed Part-time",75
