"level0","level1","level2","Total personal income(1)","count"
"Male","60–64 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$15,001– $20,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$15,001– $20,000",NA
"Male","15–19 Years","Hauraki-Waikato","$20,001– $25,000",126
"Female","15–19 Years","Hauraki-Waikato","$20,001– $25,000",105
"Male","20–24 Years","Hauraki-Waikato","$20,001– $25,000",279
"Female","20–24 Years","Hauraki-Waikato","$20,001– $25,000",438
"Male","25–29 Years","Hauraki-Waikato","$20,001– $25,000",153
"Female","25–29 Years","Hauraki-Waikato","$20,001– $25,000",351
"Male","30–34 Years","Hauraki-Waikato","$20,001– $25,000",93
"Female","30–34 Years","Hauraki-Waikato","$20,001– $25,000",273
"Male","35–39 Years","Hauraki-Waikato","$20,001– $25,000",90
"Female","35–39 Years","Hauraki-Waikato","$20,001– $25,000",261
"Male","40–44 Years","Hauraki-Waikato","$20,001– $25,000",93
"Female","40–44 Years","Hauraki-Waikato","$20,001– $25,000",258
"Male","45–49 Years","Hauraki-Waikato","$20,001– $25,000",96
"Female","45–49 Years","Hauraki-Waikato","$20,001– $25,000",204
"Male","50–54 Years","Hauraki-Waikato","$20,001– $25,000",96
"Female","50–54 Years","Hauraki-Waikato","$20,001– $25,000",189
"Male","55–59 Years","Hauraki-Waikato","$20,001– $25,000",66
"Female","55–59 Years","Hauraki-Waikato","$20,001– $25,000",156
"Male","60–64 Years","Hauraki-Waikato","$20,001– $25,000",66
"Female","60–64 Years","Hauraki-Waikato","$20,001– $25,000",111
"Male","65–69 Years","Hauraki-Waikato","$20,001– $25,000",87
"Female","65–69 Years","Hauraki-Waikato","$20,001– $25,000",144
"Male","70–74 Years","Hauraki-Waikato","$20,001– $25,000",66
"Female","70–74 Years","Hauraki-Waikato","$20,001– $25,000",96
"Male","75–79 Years","Hauraki-Waikato","$20,001– $25,000",51
"Female","75–79 Years","Hauraki-Waikato","$20,001– $25,000",69
"Male","80–84 Years","Hauraki-Waikato","$20,001– $25,000",21
"Female","80–84 Years","Hauraki-Waikato","$20,001– $25,000",39
"Male","85 Years And Over","Hauraki-Waikato","$20,001– $25,000",6
"Female","85 Years And Over","Hauraki-Waikato","$20,001– $25,000",30
"Male","15–19 Years","Ikaroa-Rāwhiti","$20,001– $25,000",102
"Female","15–19 Years","Ikaroa-Rāwhiti","$20,001– $25,000",78
"Male","20–24 Years","Ikaroa-Rāwhiti","$20,001– $25,000",240
"Female","20–24 Years","Ikaroa-Rāwhiti","$20,001– $25,000",426
"Male","25–29 Years","Ikaroa-Rāwhiti","$20,001– $25,000",141
"Female","25–29 Years","Ikaroa-Rāwhiti","$20,001– $25,000",336
"Male","30–34 Years","Ikaroa-Rāwhiti","$20,001– $25,000",117
"Female","30–34 Years","Ikaroa-Rāwhiti","$20,001– $25,000",252
"Male","35–39 Years","Ikaroa-Rāwhiti","$20,001– $25,000",117
"Female","35–39 Years","Ikaroa-Rāwhiti","$20,001– $25,000",243
"Male","40–44 Years","Ikaroa-Rāwhiti","$20,001– $25,000",93
"Female","40–44 Years","Ikaroa-Rāwhiti","$20,001– $25,000",270
"Male","45–49 Years","Ikaroa-Rāwhiti","$20,001– $25,000",114
"Female","45–49 Years","Ikaroa-Rāwhiti","$20,001– $25,000",207
"Male","50–54 Years","Ikaroa-Rāwhiti","$20,001– $25,000",87
"Female","50–54 Years","Ikaroa-Rāwhiti","$20,001– $25,000",204
"Male","55–59 Years","Ikaroa-Rāwhiti","$20,001– $25,000",111
"Female","55–59 Years","Ikaroa-Rāwhiti","$20,001– $25,000",174
"Male","60–64 Years","Ikaroa-Rāwhiti","$20,001– $25,000",81
"Female","60–64 Years","Ikaroa-Rāwhiti","$20,001– $25,000",153
"Male","65–69 Years","Ikaroa-Rāwhiti","$20,001– $25,000",93
"Female","65–69 Years","Ikaroa-Rāwhiti","$20,001– $25,000",141
"Male","70–74 Years","Ikaroa-Rāwhiti","$20,001– $25,000",96
"Female","70–74 Years","Ikaroa-Rāwhiti","$20,001– $25,000",132
"Male","75–79 Years","Ikaroa-Rāwhiti","$20,001– $25,000",60
"Female","75–79 Years","Ikaroa-Rāwhiti","$20,001– $25,000",78
"Male","80–84 Years","Ikaroa-Rāwhiti","$20,001– $25,000",27
"Female","80–84 Years","Ikaroa-Rāwhiti","$20,001– $25,000",51
"Male","85 Years And Over","Ikaroa-Rāwhiti","$20,001– $25,000",12
"Female","85 Years And Over","Ikaroa-Rāwhiti","$20,001– $25,000",33
"Male","15–19 Years","Tāmaki Makaurau","$20,001– $25,000",93
"Female","15–19 Years","Tāmaki Makaurau","$20,001– $25,000",72
"Male","20–24 Years","Tāmaki Makaurau","$20,001– $25,000",270
"Female","20–24 Years","Tāmaki Makaurau","$20,001– $25,000",402
"Male","25–29 Years","Tāmaki Makaurau","$20,001– $25,000",153
"Female","25–29 Years","Tāmaki Makaurau","$20,001– $25,000",270
"Male","30–34 Years","Tāmaki Makaurau","$20,001– $25,000",102
"Female","30–34 Years","Tāmaki Makaurau","$20,001– $25,000",234
"Male","35–39 Years","Tāmaki Makaurau","$20,001– $25,000",78
"Female","35–39 Years","Tāmaki Makaurau","$20,001– $25,000",213
"Male","40–44 Years","Tāmaki Makaurau","$20,001– $25,000",78
"Female","40–44 Years","Tāmaki Makaurau","$20,001– $25,000",189
"Male","45–49 Years","Tāmaki Makaurau","$20,001– $25,000",87
"Female","45–49 Years","Tāmaki Makaurau","$20,001– $25,000",171
"Male","50–54 Years","Tāmaki Makaurau","$20,001– $25,000",87
"Female","50–54 Years","Tāmaki Makaurau","$20,001– $25,000",141
"Male","55–59 Years","Tāmaki Makaurau","$20,001– $25,000",63
"Female","55–59 Years","Tāmaki Makaurau","$20,001– $25,000",111
"Male","60–64 Years","Tāmaki Makaurau","$20,001– $25,000",48
"Female","60–64 Years","Tāmaki Makaurau","$20,001– $25,000",84
"Male","65–69 Years","Tāmaki Makaurau","$20,001– $25,000",69
"Female","65–69 Years","Tāmaki Makaurau","$20,001– $25,000",90
"Male","70–74 Years","Tāmaki Makaurau","$20,001– $25,000",66
"Female","70–74 Years","Tāmaki Makaurau","$20,001– $25,000",90
"Male","75–79 Years","Tāmaki Makaurau","$20,001– $25,000",30
"Female","75–79 Years","Tāmaki Makaurau","$20,001– $25,000",51
"Male","80–84 Years","Tāmaki Makaurau","$20,001– $25,000",15
"Female","80–84 Years","Tāmaki Makaurau","$20,001– $25,000",30
"Male","85 Years And Over","Tāmaki Makaurau","$20,001– $25,000",12
"Female","85 Years And Over","Tāmaki Makaurau","$20,001– $25,000",30
"Male","15–19 Years","Te Tai Hauāuru","$20,001– $25,000",105
"Female","15–19 Years","Te Tai Hauāuru","$20,001– $25,000",93
"Male","20–24 Years","Te Tai Hauāuru","$20,001– $25,000",261
"Female","20–24 Years","Te Tai Hauāuru","$20,001– $25,000",462
"Male","25–29 Years","Te Tai Hauāuru","$20,001– $25,000",156
"Female","25–29 Years","Te Tai Hauāuru","$20,001– $25,000",354
"Male","30–34 Years","Te Tai Hauāuru","$20,001– $25,000",108
"Female","30–34 Years","Te Tai Hauāuru","$20,001– $25,000",267
"Male","35–39 Years","Te Tai Hauāuru","$20,001– $25,000",105
"Female","35–39 Years","Te Tai Hauāuru","$20,001– $25,000",258
"Male","40–44 Years","Te Tai Hauāuru","$20,001– $25,000",117
"Female","40–44 Years","Te Tai Hauāuru","$20,001– $25,000",315
"Male","45–49 Years","Te Tai Hauāuru","$20,001– $25,000",114
"Female","45–49 Years","Te Tai Hauāuru","$20,001– $25,000",240
"Male","50–54 Years","Te Tai Hauāuru","$20,001– $25,000",99
"Female","50–54 Years","Te Tai Hauāuru","$20,001– $25,000",222
"Male","55–59 Years","Te Tai Hauāuru","$20,001– $25,000",78
"Female","55–59 Years","Te Tai Hauāuru","$20,001– $25,000",183
"Male","60–64 Years","Te Tai Hauāuru","$20,001– $25,000",75
"Female","60–64 Years","Te Tai Hauāuru","$20,001– $25,000",162
"Male","65–69 Years","Te Tai Hauāuru","$20,001– $25,000",99
"Female","65–69 Years","Te Tai Hauāuru","$20,001– $25,000",150
"Male","70–74 Years","Te Tai Hauāuru","$20,001– $25,000",87
"Female","70–74 Years","Te Tai Hauāuru","$20,001– $25,000",156
"Male","75–79 Years","Te Tai Hauāuru","$20,001– $25,000",66
"Female","75–79 Years","Te Tai Hauāuru","$20,001– $25,000",99
"Male","80–84 Years","Te Tai Hauāuru","$20,001– $25,000",33
"Female","80–84 Years","Te Tai Hauāuru","$20,001– $25,000",60
"Male","85 Years And Over","Te Tai Hauāuru","$20,001– $25,000",9
"Female","85 Years And Over","Te Tai Hauāuru","$20,001– $25,000",42
"Male","15–19 Years","Te Tai Tokerau","$20,001– $25,000",126
"Female","15–19 Years","Te Tai Tokerau","$20,001– $25,000",96
"Male","20–24 Years","Te Tai Tokerau","$20,001– $25,000",261
"Female","20–24 Years","Te Tai Tokerau","$20,001– $25,000",357
"Male","25–29 Years","Te Tai Tokerau","$20,001– $25,000",138
"Female","25–29 Years","Te Tai Tokerau","$20,001– $25,000",294
"Male","30–34 Years","Te Tai Tokerau","$20,001– $25,000",108
"Female","30–34 Years","Te Tai Tokerau","$20,001– $25,000",255
"Male","35–39 Years","Te Tai Tokerau","$20,001– $25,000",111
"Female","35–39 Years","Te Tai Tokerau","$20,001– $25,000",237
"Male","40–44 Years","Te Tai Tokerau","$20,001– $25,000",108
"Female","40–44 Years","Te Tai Tokerau","$20,001– $25,000",282
"Male","45–49 Years","Te Tai Tokerau","$20,001– $25,000",114
"Female","45–49 Years","Te Tai Tokerau","$20,001– $25,000",240
"Male","50–54 Years","Te Tai Tokerau","$20,001– $25,000",111
"Female","50–54 Years","Te Tai Tokerau","$20,001– $25,000",246
"Male","55–59 Years","Te Tai Tokerau","$20,001– $25,000",96
"Female","55–59 Years","Te Tai Tokerau","$20,001– $25,000",189
"Male","60–64 Years","Te Tai Tokerau","$20,001– $25,000",78
"Female","60–64 Years","Te Tai Tokerau","$20,001– $25,000",135
"Male","65–69 Years","Te Tai Tokerau","$20,001– $25,000",120
"Female","65–69 Years","Te Tai Tokerau","$20,001– $25,000",174
"Male","70–74 Years","Te Tai Tokerau","$20,001– $25,000",75
"Female","70–74 Years","Te Tai Tokerau","$20,001– $25,000",144
"Male","75–79 Years","Te Tai Tokerau","$20,001– $25,000",60
"Female","75–79 Years","Te Tai Tokerau","$20,001– $25,000",105
"Male","80–84 Years","Te Tai Tokerau","$20,001– $25,000",33
"Female","80–84 Years","Te Tai Tokerau","$20,001– $25,000",51
"Male","85 Years And Over","Te Tai Tokerau","$20,001– $25,000",18
"Female","85 Years And Over","Te Tai Tokerau","$20,001– $25,000",36
"Male","15–19 Years","Te Tai Tonga","$20,001– $25,000",222
"Female","15–19 Years","Te Tai Tonga","$20,001– $25,000",159
"Male","20–24 Years","Te Tai Tonga","$20,001– $25,000",414
"Female","20–24 Years","Te Tai Tonga","$20,001– $25,000",621
"Male","25–29 Years","Te Tai Tonga","$20,001– $25,000",231
"Female","25–29 Years","Te Tai Tonga","$20,001– $25,000",375
"Male","30–34 Years","Te Tai Tonga","$20,001– $25,000",132
"Female","30–34 Years","Te Tai Tonga","$20,001– $25,000",345
"Male","35–39 Years","Te Tai Tonga","$20,001– $25,000",114
"Female","35–39 Years","Te Tai Tonga","$20,001– $25,000",318
"Male","40–44 Years","Te Tai Tonga","$20,001– $25,000",135
"Female","40–44 Years","Te Tai Tonga","$20,001– $25,000",336
"Male","45–49 Years","Te Tai Tonga","$20,001– $25,000",132
"Female","45–49 Years","Te Tai Tonga","$20,001– $25,000",282
"Male","50–54 Years","Te Tai Tonga","$20,001– $25,000",111
"Female","50–54 Years","Te Tai Tonga","$20,001– $25,000",273
"Male","55–59 Years","Te Tai Tonga","$20,001– $25,000",87
"Female","55–59 Years","Te Tai Tonga","$20,001– $25,000",192
"Male","60–64 Years","Te Tai Tonga","$20,001– $25,000",99
"Female","60–64 Years","Te Tai Tonga","$20,001– $25,000",150
"Male","65–69 Years","Te Tai Tonga","$20,001– $25,000",102
"Female","65–69 Years","Te Tai Tonga","$20,001– $25,000",159
"Male","70–74 Years","Te Tai Tonga","$20,001– $25,000",123
"Female","70–74 Years","Te Tai Tonga","$20,001– $25,000",123
"Male","75–79 Years","Te Tai Tonga","$20,001– $25,000",48
"Female","75–79 Years","Te Tai Tonga","$20,001– $25,000",96
"Male","80–84 Years","Te Tai Tonga","$20,001– $25,000",27
"Female","80–84 Years","Te Tai Tonga","$20,001– $25,000",54
"Male","85 Years And Over","Te Tai Tonga","$20,001– $25,000",18
"Female","85 Years And Over","Te Tai Tonga","$20,001– $25,000",39
"Male","15–19 Years","Waiariki","$20,001– $25,000",90
"Female","15–19 Years","Waiariki","$20,001– $25,000",84
"Male","20–24 Years","Waiariki","$20,001– $25,000",210
"Female","20–24 Years","Waiariki","$20,001– $25,000",360
"Male","25–29 Years","Waiariki","$20,001– $25,000",147
"Female","25–29 Years","Waiariki","$20,001– $25,000",333
"Male","30–34 Years","Waiariki","$20,001– $25,000",108
"Female","30–34 Years","Waiariki","$20,001– $25,000",258
"Male","35–39 Years","Waiariki","$20,001– $25,000",93
"Female","35–39 Years","Waiariki","$20,001– $25,000",270
"Male","40–44 Years","Waiariki","$20,001– $25,000",99
"Female","40–44 Years","Waiariki","$20,001– $25,000",246
"Male","45–49 Years","Waiariki","$20,001– $25,000",93
"Female","45–49 Years","Waiariki","$20,001– $25,000",240
"Male","50–54 Years","Waiariki","$20,001– $25,000",96
"Female","50–54 Years","Waiariki","$20,001– $25,000",252
"Male","55–59 Years","Waiariki","$20,001– $25,000",96
"Female","55–59 Years","Waiariki","$20,001– $25,000",204
"Male","60–64 Years","Waiariki","$20,001– $25,000",72
"Female","60–64 Years","Waiariki","$20,001– $25,000",141
"Male","65–69 Years","Waiariki","$20,001– $25,000",114
"Female","65–69 Years","Waiariki","$20,001– $25,000",135
"Male","70–74 Years","Waiariki","$20,001– $25,000",84
"Female","70–74 Years","Waiariki","$20,001– $25,000",120
"Male","75–79 Years","Waiariki","$20,001– $25,000",42
"Female","75–79 Years","Waiariki","$20,001– $25,000",96
"Male","80–84 Years","Waiariki","$20,001– $25,000",30
"Female","80–84 Years","Waiariki","$20,001– $25,000",78
"Male","85 Years And Over","Waiariki","$20,001– $25,000",9
"Female","85 Years And Over","Waiariki","$20,001– $25,000",24
"Male","15–19 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$20,001– $25,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$20,001– $25,000",NA
"Male","15–19 Years","Hauraki-Waikato","$25,001– $30,000",138
"Female","15–19 Years","Hauraki-Waikato","$25,001– $30,000",69
"Male","20–24 Years","Hauraki-Waikato","$25,001– $30,000",324
"Female","20–24 Years","Hauraki-Waikato","$25,001– $30,000",381
"Male","25–29 Years","Hauraki-Waikato","$25,001– $30,000",195
"Female","25–29 Years","Hauraki-Waikato","$25,001– $30,000",315
